sales_order_line_key,reseller_key,customer_key,product_key,order_date_key,due_date_key,ship_date_key,sales_territory_key,order_quantity,unit_price,extended_amount,unit_price_discount_pct,product_standard_cost,total_product_cost,sales_amount
43668011,514,-1,270,20170710,20170720,20170717.0,6,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
43668012,514,-1,316,20170710,20170720,20170717.0,6,3,874.794,2624.382,0,884.7083,2654.1249,2624.382
43668013,514,-1,324,20170710,20170720,20170717.0,6,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
43668014,514,-1,342,20170710,20170720,20170717.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43668015,514,-1,264,20170710,20170720,20170717.0,6,3,183.9382,551.8146,0,181.4857,544.4571,551.8146
43668016,514,-1,330,20170710,20170720,20170717.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43668017,514,-1,334,20170710,20170720,20170717.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43668018,514,-1,262,20170710,20170720,20170717.0,6,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
43668019,514,-1,235,20170710,20170720,20170717.0,6,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
43668020,514,-1,338,20170710,20170720,20170717.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43668021,514,-1,275,20170710,20170720,20170717.0,6,4,356.898,1427.592,0,352.1394,1408.5576,1427.592
43668022,514,-1,319,20170710,20170720,20170717.0,6,6,874.794,5248.764,0,884.7083,5308.2498,5248.764
43668023,514,-1,326,20170710,20170720,20170717.0,6,4,419.4589,1677.8356,0,413.1463,1652.5852,1677.8356
43668024,514,-1,285,20170710,20170720,20170717.0,6,3,178.5808,535.7424,0,176.1997,528.5991,535.7424
43668025,514,-1,229,20170710,20170720,20170717.0,6,4,28.8404,115.3616,0,31.7244,126.8976,115.3616
43668026,514,-1,253,20170710,20170720,20170717.0,6,3,178.5808,535.7424,0,176.1997,528.5991,535.7424
43668027,514,-1,215,20170710,20170720,20170717.0,6,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43668028,514,-1,276,20170710,20170720,20170717.0,6,3,356.898,1070.694,0,352.1394,1056.4182,1070.694
43668029,514,-1,328,20170710,20170720,20170717.0,6,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
43669001,578,-1,304,20170710,20170720,20170717.0,1,1,714.7043,714.7043,0,617.0281,617.0281,714.7043
43670001,504,-1,219,20170712,20170722,20170719.0,3,1,5.7,5.7,0,3.3963,3.3963,5.7
43670002,504,-1,218,20170712,20170722,20170719.0,3,2,5.7,11.4,0,3.3963,6.7926,11.4
43670003,504,-1,346,20170712,20170722,20170719.0,3,2,2039.994,4079.988,0,1912.1544,3824.3088,4079.988
43670004,504,-1,349,20170712,20170722,20170719.0,3,1,2024.994,2024.994,0,1898.0944,1898.0944,2024.994
43671001,200,-1,314,20170715,20170725,20170722.0,1,1,2146.962,2146.962,0,2171.2942,2171.2942,2146.962
43671002,200,-1,229,20170715,20170725,20170722.0,1,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
43671003,200,-1,317,20170715,20170725,20170722.0,1,1,874.794,874.794,0,884.7083,884.7083,874.794
43671004,200,-1,338,20170715,20170725,20170722.0,1,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43671005,200,-1,275,20170715,20170725,20170722.0,1,2,356.898,713.796,0,352.1394,704.2788,713.796
43671006,200,-1,328,20170715,20170725,20170722.0,1,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43671007,200,-1,316,20170715,20170725,20170722.0,1,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
43671008,200,-1,330,20170715,20170725,20170722.0,1,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43671009,200,-1,235,20170715,20170725,20170722.0,1,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
43671010,200,-1,220,20170715,20170725,20170722.0,1,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43671011,200,-1,215,20170715,20170725,20170722.0,1,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43672001,119,-1,218,20170716,20170726,20170723.0,6,6,5.7,34.2,0,3.3963,20.3778,34.2
43672002,119,-1,349,20170716,20170726,20170723.0,6,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
43672003,119,-1,347,20170716,20170726,20170723.0,6,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
43673001,618,-1,315,20170716,20170726,20170723.0,2,1,874.794,874.794,0,884.7083,884.7083,874.794
43673002,618,-1,232,20170716,20170726,20170723.0,2,3,28.8404,86.5212,0,31.7244,95.1732,86.5212
43673003,618,-1,270,20170716,20170726,20170723.0,2,1,183.9382,183.9382,0,181.4857,181.4857,183.9382
43673004,618,-1,324,20170716,20170726,20170723.0,2,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43673005,618,-1,326,20170716,20170726,20170723.0,2,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43673006,618,-1,285,20170716,20170726,20170723.0,2,2,178.5808,357.1616,0,176.1997,352.3994,357.1616
43673007,618,-1,342,20170716,20170726,20170723.0,2,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43673008,618,-1,223,20170716,20170726,20170723.0,2,1,5.1865,5.1865,0,5.7052,5.7052,5.1865
43673009,618,-1,215,20170716,20170726,20170723.0,2,2,20.1865,40.373,0,12.0278,24.0556,40.373
43673010,618,-1,220,20170716,20170726,20170723.0,2,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43673011,618,-1,212,20170716,20170726,20170723.0,2,4,20.1865,80.746,0,12.0278,48.1112,80.746
43674001,83,-1,319,20170717,20170727,20170724.0,6,3,874.794,2624.382,0,884.7083,2654.1249,2624.382
43675001,670,-1,324,20170717,20170727,20170724.0,3,4,419.4589,1677.8356,0,413.1463,1652.5852,1677.8356
43675002,670,-1,220,20170717,20170727,20170724.0,3,5,20.1865,100.9325,0,12.0278,60.139,100.9325
43675003,670,-1,285,20170717,20170727,20170724.0,3,2,178.5808,357.1616,0,176.1997,352.3994,357.1616
43675004,670,-1,215,20170717,20170727,20170724.0,3,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43675005,670,-1,326,20170717,20170727,20170724.0,3,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43675006,670,-1,319,20170717,20170727,20170724.0,3,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
43675007,670,-1,223,20170717,20170727,20170724.0,3,2,5.1865,10.373,0,5.7052,11.4104,10.373
43675008,670,-1,315,20170717,20170727,20170724.0,3,1,874.794,874.794,0,884.7083,884.7083,874.794
43675009,670,-1,232,20170717,20170727,20170724.0,3,3,28.8404,86.5212,0,31.7244,95.1732,86.5212
43676001,17,-1,349,20170717,20170727,20170724.0,5,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
43676002,17,-1,351,20170717,20170727,20170724.0,5,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
43676003,17,-1,219,20170717,20170727,20170724.0,5,1,5.7,5.7,0,3.3963,3.3963,5.7
43676004,17,-1,348,20170717,20170727,20170724.0,5,3,2024.994,6074.982,0,1898.0944,5694.2832,6074.982
43676005,17,-1,218,20170717,20170727,20170724.0,5,4,5.7,22.8,0,3.3963,13.5852,22.8
43677001,679,-1,232,20170718,20170728,20170725.0,6,3,28.8404,86.5212,0,31.7244,95.1732,86.5212
43677002,679,-1,314,20170718,20170728,20170725.0,6,1,2146.962,2146.962,0,2171.2942,2171.2942,2146.962
43677003,679,-1,319,20170718,20170728,20170725.0,6,1,874.794,874.794,0,884.7083,884.7083,874.794
43677004,679,-1,342,20170718,20170728,20170725.0,6,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43677005,679,-1,215,20170718,20170728,20170725.0,6,2,20.1865,40.373,0,12.0278,24.0556,40.373
43677006,679,-1,322,20170718,20170728,20170725.0,6,4,419.4589,1677.8356,0,413.1463,1652.5852,1677.8356
43677007,679,-1,332,20170718,20170728,20170725.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43677008,679,-1,328,20170718,20170728,20170725.0,6,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43677009,679,-1,223,20170718,20170728,20170725.0,6,5,5.1865,25.9325,0,5.7052,28.526,25.9325
43677010,679,-1,212,20170718,20170728,20170725.0,6,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43677011,679,-1,315,20170718,20170728,20170725.0,6,1,874.794,874.794,0,884.7083,884.7083,874.794
43677012,679,-1,270,20170718,20170728,20170725.0,6,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
43678001,203,-1,322,20170718,20170728,20170725.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43678002,203,-1,285,20170718,20170728,20170725.0,4,2,178.5808,357.1616,0,176.1997,352.3994,357.1616
43678003,203,-1,332,20170718,20170728,20170725.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43678004,203,-1,275,20170718,20170728,20170725.0,4,2,356.898,713.796,0,352.1394,704.2788,713.796
43678005,203,-1,326,20170718,20170728,20170725.0,4,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
43678006,203,-1,324,20170718,20170728,20170725.0,4,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43678007,203,-1,223,20170718,20170728,20170725.0,4,3,5.1865,15.5595,0,5.7052,17.1156,15.5595
43678008,203,-1,215,20170718,20170728,20170725.0,4,4,20.1865,80.746,0,12.0278,48.1112,80.746
43678009,203,-1,270,20170718,20170728,20170725.0,4,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
43678010,203,-1,317,20170718,20170728,20170725.0,4,1,874.794,874.794,0,884.7083,884.7083,874.794
43678011,203,-1,262,20170718,20170728,20170725.0,4,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
43678012,203,-1,235,20170718,20170728,20170725.0,4,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
43678013,203,-1,342,20170718,20170728,20170725.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43678014,203,-1,319,20170718,20170728,20170725.0,4,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
43678015,203,-1,232,20170718,20170728,20170725.0,4,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
43678016,203,-1,315,20170718,20170728,20170725.0,4,1,874.794,874.794,0,884.7083,884.7083,874.794
43678017,203,-1,316,20170718,20170728,20170725.0,4,1,874.794,874.794,0,884.7083,884.7083,874.794
43678018,203,-1,220,20170718,20170728,20170725.0,4,3,20.1865,60.5595,0,12.0278,36.0834,60.5595
43678019,203,-1,212,20170718,20170728,20170725.0,4,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43679001,480,-1,322,20170718,20170728,20170725.0,6,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43679002,480,-1,342,20170718,20170728,20170725.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43679003,480,-1,232,20170718,20170728,20170725.0,6,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
43680001,491,-1,322,20170718,20170728,20170725.0,4,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
43680002,491,-1,317,20170718,20170728,20170725.0,4,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
43680003,491,-1,285,20170718,20170728,20170725.0,4,2,178.5808,357.1616,0,176.1997,352.3994,357.1616
43680004,491,-1,212,20170718,20170728,20170725.0,4,4,20.1865,80.746,0,12.0278,48.1112,80.746
43680005,491,-1,270,20170718,20170728,20170725.0,4,1,183.9382,183.9382,0,181.4857,181.4857,183.9382
43680006,491,-1,220,20170718,20170728,20170725.0,4,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43680007,491,-1,232,20170718,20170728,20170725.0,4,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
43680008,491,-1,262,20170718,20170728,20170725.0,4,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
43680009,491,-1,319,20170718,20170728,20170725.0,4,1,874.794,874.794,0,884.7083,884.7083,874.794
43680010,491,-1,324,20170718,20170728,20170725.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43680011,491,-1,314,20170718,20170728,20170725.0,4,2,2146.962,4293.924,0,2171.2942,4342.5884,4293.924
43680012,491,-1,215,20170718,20170728,20170725.0,4,2,20.1865,40.373,0,12.0278,24.0556,40.373
43680013,491,-1,332,20170718,20170728,20170725.0,4,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
43680014,491,-1,223,20170718,20170728,20170725.0,4,3,5.1865,15.5595,0,5.7052,17.1156,15.5595
43680015,491,-1,328,20170718,20170728,20170725.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43681001,423,-1,232,20170719,20170729,20170726.0,5,6,28.8404,173.0424,0,31.7244,190.3464,173.0424
43681002,423,-1,326,20170719,20170729,20170726.0,5,5,419.4589,2097.2945,0,413.1463,2065.7315,2097.2945
43681003,423,-1,275,20170719,20170729,20170726.0,5,1,356.898,356.898,0,352.1394,352.1394,356.898
43681004,423,-1,212,20170719,20170729,20170726.0,5,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43681005,423,-1,270,20170719,20170729,20170726.0,5,1,183.9382,183.9382,0,181.4857,181.4857,183.9382
43681006,423,-1,215,20170719,20170729,20170726.0,5,2,20.1865,40.373,0,12.0278,24.0556,40.373
43681007,423,-1,342,20170719,20170729,20170726.0,5,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
43681008,423,-1,272,20170719,20170729,20170726.0,5,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
43681009,423,-1,319,20170719,20170729,20170726.0,5,3,874.794,2624.382,0,884.7083,2654.1249,2624.382
43681010,423,-1,338,20170719,20170729,20170726.0,5,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43681011,423,-1,324,20170719,20170729,20170726.0,5,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43681012,423,-1,285,20170719,20170729,20170726.0,5,2,178.5808,357.1616,0,176.1997,352.3994,357.1616
43681013,423,-1,314,20170719,20170729,20170726.0,5,1,2146.962,2146.962,0,2171.2942,2171.2942,2146.962
43681014,423,-1,229,20170719,20170729,20170726.0,5,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
43681015,423,-1,330,20170719,20170729,20170726.0,5,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43681016,423,-1,322,20170719,20170729,20170726.0,5,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43681017,423,-1,317,20170719,20170729,20170726.0,5,1,874.794,874.794,0,884.7083,884.7083,874.794
43681018,423,-1,235,20170719,20170729,20170726.0,5,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
43681019,423,-1,220,20170719,20170729,20170726.0,5,2,20.1865,40.373,0,12.0278,24.0556,40.373
43681020,423,-1,262,20170719,20170729,20170726.0,5,1,183.9382,183.9382,0,181.4857,181.4857,183.9382
43681021,423,-1,223,20170719,20170729,20170726.0,5,2,5.1865,10.373,0,5.7052,11.4104,10.373
43682001,486,-1,319,20170719,20170729,20170726.0,2,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
43682002,486,-1,326,20170719,20170729,20170726.0,2,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
43682003,486,-1,322,20170719,20170729,20170726.0,2,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43682004,486,-1,342,20170719,20170729,20170726.0,2,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43682005,486,-1,232,20170719,20170729,20170726.0,2,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
43683001,506,-1,349,20170720,20170730,20170727.0,1,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
43683002,506,-1,232,20170720,20170730,20170727.0,1,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
43683003,506,-1,346,20170720,20170730,20170727.0,1,2,2039.994,4079.988,0,1912.1544,3824.3088,4079.988
43683004,506,-1,347,20170720,20170730,20170727.0,1,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
43683005,506,-1,215,20170720,20170730,20170727.0,1,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
43683006,506,-1,220,20170720,20170730,20170727.0,1,2,20.1865,40.373,0,12.0278,24.0556,40.373
43683007,506,-1,223,20170720,20170730,20170727.0,1,3,5.1865,15.5595,0,5.7052,17.1156,15.5595
43683008,506,-1,348,20170720,20170730,20170727.0,1,4,2024.994,8099.976,0,1898.0944,7592.3776,8099.976
43683009,506,-1,350,20170720,20170730,20170727.0,1,6,2024.994,12149.964,0,1898.0944,11388.5664,12149.964
43683010,506,-1,345,20170720,20170730,20170727.0,1,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
43683011,506,-1,212,20170720,20170730,20170727.0,1,3,20.1865,60.5595,0,12.0278,36.0834,60.5595
43683012,506,-1,351,20170720,20170730,20170727.0,1,5,2024.994,10124.97,0,1898.0944,9490.472,10124.97
43683013,506,-1,218,20170720,20170730,20170727.0,1,6,5.7,34.2,0,3.3963,20.3778,34.2
43684001,549,-1,315,20170722,20170801,20170729.0,5,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
43684002,549,-1,326,20170722,20170801,20170729.0,5,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
43684003,549,-1,322,20170722,20170801,20170729.0,5,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
